Ndnf	Ndnf
Zbtb20	Zbtb20
Sspo	Sspo
Ckb	Ckb
Sntg1	Sntg1
Apold1	Apold1
Atp1b1	Atp1b1
Epha6	Epha6
Dnah12	Dnah12
Ctsz	Ctsz
Id2	Id2
Ccser1	Ccser1
Crispld2	Crispld2
Gpc6	Gpc6
Slc35f1	Slc35f1
Fhit	Fhit
Grin2b	Grin2b
Srgap2	Srgap2
Calb2	Calb2
Pecam1	Pecam1
Cybb	Cybb
Gfap	Gfap
Fam20c	Fam20c
Lcn2	Lcn2
Ctsb	Ctsb
Mafb	Mafb
Npy	Npy
Cebpb	Cebpb
Cd274	Cd274
Gria1	Gria1
Erc2	Erc2
Tubb2b	Tubb2b
Unc5d	Unc5d
Abcc4	Abcc4
Rtn1	Rtn1
Cst7	Cst7
Sqstm1	Sqstm1
Cd86	Cd86
Gucy1b1	Gucy1b1
Zeb2	Zeb2
Cobll1	Cobll1
Ms4a4b	Ms4a4b
Pbx1	Pbx1
Sgk1	Sgk1
Klf6	Klf6
Acer2	Acer2
Hip1	Hip1
Tubb4b	Tubb4b
Cacnb2	Cacnb2
Socs3	Socs3
Igfbpl1	Igfbpl1
Dleu2	Dleu2
Fermt2	Fermt2
Ahnak	Ahnak
Tpt1	Tpt1
Atp5g1	Atp5g1
Cp	Cp
Pcp4l1	Pcp4l1
Pdgfd	Pdgfd
Selenop	Selenop
Fgf12	Fgf12
Tbx3os1	Tbx3os1
Ndrg1	Ndrg1
Slc9a3r2	Slc9a3r2
Slc24a2	Slc24a2
Slc6a11	Slc6a11
Mef2c	Mef2c
Chka	Chka
Cd163	Cd163
C5ar1	C5ar1
Kctd16	Kctd16
Ptprk	Ptprk
Arhgap29	Arhgap29
Glul	Glul
Tcf4	Tcf4
Xylt1	Xylt1
Map2	Map2
Rbp1	Rbp1
Celf2	Celf2
Gm32647	Gm32647
Ptprm	Ptprm
Palmd	Palmd
Nr4a1	Nr4a1
Tek	Tek
Ntsr2	Ntsr2
Bcas1	Bcas1
Ctsc	Ctsc
Creb5	Creb5
Fat3	Fat3
Wwox	Wwox
Bcl2a1d	Bcl2a1d
Gpr183	Gpr183
Gria4	Gria4
Fbxl7	Fbxl7
Gm3764	Gm3764
Picalm	Picalm
Trem2	Trem2
Immp2l	Immp2l
Mir142hg	Mir142hg
Mir99ahg	Mir99ahg
Tmeff2	Tmeff2
Clec2d	Clec2d
Dock4	Dock4
Slc15a3	Slc15a3
Cd3g	Cd3g
Egfem1	Egfem1
Arhgap6	Arhgap6
Ptma	Ptma
Rapgef5	Rapgef5
Alcam	Alcam
Isg15	Isg15
Cldn10	Cldn10
Cdkn1a	Cdkn1a
Epb41l2	Epb41l2
Colec12	Colec12
Tmcc3	Tmcc3
Slc7a5	Slc7a5
Inpp5d	Inpp5d
Ppp2r2b	Ppp2r2b
Hdac9	Hdac9
Sox5	Sox5
Gpr34	Gpr34
Unc5c	Unc5c
Rbpms	Rbpms
Prnp	Prnp
Sept7	Sept7
Foxq1	Foxq1
Tbc1d4	Tbc1d4
Eef1a1	Eef1a1
Dlgap2	Dlgap2
Tshz2	Tshz2
Nedd4	Nedd4
Ccdc85a	Ccdc85a
Grap2	Grap2
Fabp7	Fabp7
Kctd12	Kctd12
H2-K1	H2-K1
Wipf1	Wipf1
Gm35188	Gm35188
Ly6e	Ly6e
Ifit2	Ifit2
Apbb1ip	Apbb1ip
Mt2	Mt2
Rhob	Rhob
Sorbs1	Sorbs1
Trps1	Trps1
Cenpf	Cenpf
Heg1	Heg1
Nfkb1	Nfkb1
Qk	Qk
Ncf1	Ncf1
Rsad2	Rsad2
Rasal2	Rasal2
Lrfn5	Lrfn5
Dach1	Dach1
Mast4	Mast4
Dcstamp	Dcstamp
Fcer1g	Fcer1g
Htra1	Htra1
Zfp804b	Zfp804b
Apcdd1	Apcdd1
Eng	Eng
Apoc1	Apoc1
Rorb	Rorb
Hs3st4	Hs3st4
Mustn1	Mustn1
Etl4	Etl4
Dpp6	Dpp6
Hsp90aa1	Hsp90aa1
Nol4	Nol4
Sat1	Sat1
Cd209b	Cd209b
Limch1	Limch1
Pitpnc1	Pitpnc1
Gpr37l1	Gpr37l1
Pag1	Pag1
Tmx4	Tmx4
Maml3	Maml3
Dock2	Dock2
Enox1	Enox1
Dab1	Dab1
Ntrk2	Ntrk2
Pla2g7	Pla2g7
Ube2c	Ube2c
P2ry14	P2ry14
Basp1	Basp1
Lgmn	Lgmn
Prdx6	Prdx6
Il10	Il10
Ssh2	Ssh2
Olfm1	Olfm1
Marcksl1	Marcksl1
Agt	Agt
Numb	Numb
Col4a3bp	Col4a3bp
Ccn2	Ccn2
Stk38l	Stk38l
Cck	Cck
Tiam2	Tiam2
Gm17268	Gm17268
Hist1h1c	Hist1h1c
Txnip	Txnip
Depp1	Depp1
March1	March1
Rims1	Rims1
Efnb2	Efnb2
Areg	Areg
Kank3	Kank3
Paqr5	Paqr5
Med21	Med21
Ank2	Ank2
B2m	B2m
Pbx3	Pbx3
Col4a1	Col4a1
Fxyd5	Fxyd5
Tnfsf9	Tnfsf9
Aspn	Aspn
Slc9a9	Slc9a9
Ccn1	Ccn1
Sema3d	Sema3d
Rgcc	Rgcc
Runx1	Runx1
Agmo	Agmo
Lyve1	Lyve1
Zfhx3	Zfhx3
Il1rapl2	Il1rapl2
Filip1l	Filip1l
Pakap.1	Pakap.1
Pid1	Pid1
Kcnj13	Kcnj13
Pfn2	Pfn2
Lum	Lum
Cacng4	Cacng4
Gpr84	Gpr84
Gjc1	Gjc1
Kdr	Kdr
Ms4a7	Ms4a7
Myo1b	Myo1b
Gabrg3	Gabrg3
Dstn	Dstn
Ptgs2	Ptgs2
Osbpl8	Osbpl8
Mef2a	Mef2a
Bcl2a1a	Bcl2a1a
Cd63	Cd63
Marcks	Marcks
Fchsd2	Fchsd2
Arpp21	Arpp21
Acsl3	Acsl3
Mpped2	Mpped2
Clstn2	Clstn2
Kcnab1	Kcnab1
Frmd4a	Frmd4a
Kl	Kl
Dclk1	Dclk1
Ubc	Ubc
Irf1	Irf1
Mia	Mia
Grin2a	Grin2a
Cited2	Cited2
Cd180	Cd180
Hivep2	Hivep2
Maf	Maf
Ubash3b	Ubash3b
Gm14023	Gm14023
Itga5	Itga5
Tac1	Tac1
Plau	Plau
Esyt2	Esyt2
Neat1	Neat1
Sox4	Sox4
Myt1l	Myt1l
Slc6a13	Slc6a13
Arl15	Arl15
Cntnap5a	Cntnap5a
Foxp1	Foxp1
Saa2	Saa2
Car10	Car10
Schip1	Schip1
Siglech	Siglech
Ctsl	Ctsl
Xkr4	Xkr4
Kcnc2	Kcnc2
Tenm3	Tenm3
Plat	Plat
Eln	Eln
Lgals1	Lgals1
Ccl9	Ccl9
Ier5	Ier5
Ikzf1	Ikzf1
E230029C05Rik	E230029C05Rik
Epn2	Epn2
Ntng1	Ntng1
Tsc22d3	Tsc22d3
Fmn1	Fmn1
Rgs6	Rgs6
Sema6d	Sema6d
Celf4	Celf4
Pde7b	Pde7b
Sema5a	Sema5a
Rbms1	Rbms1
Ppp1r14a	Ppp1r14a
Gm29260	Gm29260
Samd12	Samd12
Camk1d	Camk1d
Zeb1	Zeb1
Bcan	Bcan
Pde4d	Pde4d
Vwa1	Vwa1
Arhgap24	Arhgap24
Dynll1	Dynll1
Fcrls	Fcrls
Fscn1	Fscn1
Lyn	Lyn
Tmem72	Tmem72
Tspan13	Tspan13
Unc13c	Unc13c
Plcl2	Plcl2
Csrp1	Csrp1
Hes1	Hes1
Nr2f2	Nr2f2
Lgals3	Lgals3
Golim4	Golim4
Slc12a2	Slc12a2
Gm36642	Gm36642
H2afz	H2afz
Gdf15	Gdf15
Trbc2	Trbc2
Pcdh11x	Pcdh11x
Mki67	Mki67
App	App
Itih2	Itih2
Spock3	Spock3
Klf12	Klf12
Cdh18	Cdh18
Zc3h12c	Zc3h12c
Swap70	Swap70
Gab2	Gab2
Ano1	Ano1
Plac8	Plac8
Rel	Rel
Sorcs1	Sorcs1
Cadps	Cadps
Arhgap42	Arhgap42
Nrcam	Nrcam
Csf1r	Csf1r
Plxna4	Plxna4
Sox17	Sox17
Tenm4	Tenm4
Tubb5	Tubb5
Cables1	Cables1
Nkain3	Nkain3
Cfap299	Cfap299
Ifitm2	Ifitm2
Ets1	Ets1
Gm13201	Gm13201
Ccr5	Ccr5
Mir100hg	Mir100hg
Neurl3	Neurl3
P3h2	P3h2
Plce1	Plce1
Alkbh5	Alkbh5
Il34	Il34
Tafa2	Tafa2
Pfkfb3	Pfkfb3
Gucy1a1	Gucy1a1
Fjx1	Fjx1
Rsph1	Rsph1
Lin7a	Lin7a
Synpr	Synpr
Abhd2	Abhd2
Carmn	Carmn
Cd209a	Cd209a
Klrk1	Klrk1
Gm26871	Gm26871
Pde10a	Pde10a
Cadm1	Cadm1
Cnksr2	Cnksr2
Cttnbp2	Cttnbp2
Gucy1a2	Gucy1a2
Zfp704	Zfp704
Dock8	Dock8
Ppfia2	Ppfia2
Thsd7b	Thsd7b
Kcnma1	Kcnma1
Selplg	Selplg
Ell2	Ell2
Astn2	Astn2
Rbpj	Rbpj
Foxp2	Foxp2
Dtna	Dtna
Fyb	Fyb
Maoa	Maoa
Ptprj	Ptprj
Rreb1	Rreb1
Gad2	Gad2
Ccl19	Ccl19
Sdk1	Sdk1
Ifitm10	Ifitm10
Slc4a10	Slc4a10
Dcx	Dcx
Chn2	Chn2
Mitf	Mitf
Nbea	Nbea
Clnk	Clnk
Themis	Themis
Pth1r	Pth1r
Sgip1	Sgip1
Dpyd	Dpyd
Zfand5	Zfand5
Cacna2d3	Cacna2d3
Fnbp1l	Fnbp1l
Prc1	Prc1
Clic5	Clic5
Fmnl2	Fmnl2
Ace2	Ace2
Mrtfb	Mrtfb
Aqp4	Aqp4
Hist1h1e	Hist1h1e
Ifit3	Ifit3
Actg1	Actg1
Mctp1	Mctp1
Mcc	Mcc
Prkn	Prkn
Tnik	Tnik
Nfia	Nfia
Gm14009	Gm14009
Bank1	Bank1
Ikzf3	Ikzf3
Ttc3	Ttc3
Polk	Polk
Slc44a4	Slc44a4
Itm2b	Itm2b
2610307P16Rik	2610307P16Rik
St3gal6	St3gal6
Gm15283	Gm15283
Trac	Trac
Gm48155	Gm48155
Laptm5	Laptm5
Phldb2	Phldb2
Agbl4	Agbl4
Gm5150	Gm5150
Scd2	Scd2
Emb	Emb
Map1a	Map1a
Arsb	Arsb
Lbp	Lbp
C1ql1	C1ql1
Gpx4	Gpx4
Kalrn	Kalrn
Rasgrp3	Rasgrp3
4931406P16Rik	4931406P16Rik
Xdh	Xdh
Cdh10	Cdh10
Gimap7	Gimap7
Palld	Palld
Iqgap1	Iqgap1
Lars2	Lars2
Csrp2	Csrp2
Hes5	Hes5
Dock10	Dock10
Saa1	Saa1
Tox	Tox
Dapp1	Dapp1
1700094D03Rik	1700094D03Rik
Slfn5	Slfn5
Ccnd3	Ccnd3
Gnao1	Gnao1
Sash1	Sash1
Tubb3	Tubb3
Adap2	Adap2
Stox2	Stox2
Selenow	Selenow
Gm32067	Gm32067
Hif1a	Hif1a
Edil3	Edil3
Timp2	Timp2
Vcl	Vcl
Hspa5	Hspa5
Gm13822	Gm13822
Gulp1	Gulp1
Stxbp6	Stxbp6
Brinp1	Brinp1
Wfdc2	Wfdc2
Flrt2	Flrt2
Cavin1	Cavin1
Casq2	Casq2
Ppia	Ppia
Rcsd1	Rcsd1
Cdkn1c	Cdkn1c
Grb14	Grb14
Podxl	Podxl
Chchd2	Chchd2
Sox18	Sox18
Cd3e	Cd3e
H3f3a	H3f3a
Snx29	Snx29
Bmp2k	Bmp2k
Myo10	Myo10
Slc22a17	Slc22a17
Setbp1	Setbp1
Aplp2	Aplp2
Gimap6	Gimap6
Gstm1	Gstm1
Cdh13	Cdh13
Msi2	Msi2
Mxd1	Mxd1
Rgs10	Rgs10
Dock9	Dock9
Aif1	Aif1
Car2	Car2
Mbnl1	Mbnl1
Tmem119	Tmem119
Lhx1	Lhx1
Zfp366	Zfp366
Arhgap5	Arhgap5
Pde1a	Pde1a
H1f0	H1f0
Man1a	Man1a
Rbms3	Rbms3
Pdzd2	Pdzd2
Vwf	Vwf
Rasl11a	Rasl11a
Itgb5	Itgb5
Kpna4	Kpna4
Snx24	Snx24
Galnt17	Galnt17
Olig2	Olig2
Pard3	Pard3
Tank	Tank
Ophn1	Ophn1
Plcb4	Plcb4
Egfr	Egfr
Mpp7	Mpp7
Klf9	Klf9
Samd3	Samd3
Slc7a11	Slc7a11
Cdh5	Cdh5
Pmepa1	Pmepa1
Gcnt2	Gcnt2
Gadd45g	Gadd45g
Btg1	Btg1
Il18r1	Il18r1
C1ql3	C1ql3
Igfbp3	Igfbp3
Tgm2	Tgm2
Oser1	Oser1
Bmp2	Bmp2
Clec10a	Clec10a
Tas1r1	Tas1r1
Akt3	Akt3
AW112010	AW112010
Slc22a8	Slc22a8
Casp4	Casp4
Wfdc1	Wfdc1
Otx2os1	Otx2os1
Fli1	Fli1
Pard3b	Pard3b
Npc2	Npc2
Hist1h2ae	Hist1h2ae
Ifi207	Ifi207
Atp8a2	Atp8a2
Slc25a4	Slc25a4
Stab1	Stab1
Nfe2l2	Nfe2l2
Scgb3a1	Scgb3a1
Tmem252	Tmem252
Cped1	Cped1
Gnas	Gnas
Ptprc	Ptprc
Cd59a	Cd59a
Cacna1a	Cacna1a
Scg3	Scg3
Ak7	Ak7
Maml2	Maml2
Bst2	Bst2
Dcdc2a	Dcdc2a
Bmpr2	Bmpr2
Nap1l5	Nap1l5
Cebpd	Cebpd
Rapgef2	Rapgef2
Iigp1	Iigp1
Apbb2	Apbb2
Lysmd4	Lysmd4
Gm10790	Gm10790
Sntb1	Sntb1
Nupr1	Nupr1
Bcl2	Bcl2
Hmgb1	Hmgb1
Hpgd	Hpgd
Aldh1a1	Aldh1a1
Dscaml1	Dscaml1
Nfix	Nfix
Icos	Icos
Ldhb	Ldhb
Slc3a2	Slc3a2
Adamts12	Adamts12
Col1a2	Col1a2
Zswim6	Zswim6
Rasd1	Rasd1
Gm2629	Gm2629
Sema6a	Sema6a
Gpr141	Gpr141
Entpd1	Entpd1
Ltbp4	Ltbp4
Aldh2	Aldh2
Diaph2	Diaph2
Crym	Crym
Cfh	Cfh
Gapdh	Gapdh
Mcl1	Mcl1
Cd81	Cd81
Xist	Xist
Snhg14	Snhg14
Sirpa	Sirpa
Ube2e2	Ube2e2
Hist1h1d	Hist1h1d
Prkch	Prkch
Egflam	Egflam
Atp5l	Atp5l
Col25a1	Col25a1
Il2rb	Il2rb
Syngr1	Syngr1
Trpc3	Trpc3
Cxcl14	Cxcl14
Erg	Erg
Gria3	Gria3
Des	Des
Pex5l	Pex5l
Lhfp	Lhfp
Atp1b2	Atp1b2
Aldoa	Aldoa
Chgb	Chgb
Gpr174	Gpr174
Mllt3	Mllt3
Camk2n1	Camk2n1
Bcl2l11	Bcl2l11
Tspan5	Tspan5
Hk2	Hk2
Pim1	Pim1
Ttyh1	Ttyh1
Rrad	Rrad
Epha7	Epha7
Flna	Flna
Gphn	Gphn
Gm5127	Gm5127
Itgav	Itgav
Zfpm2	Zfpm2
Akap6	Akap6
F3	F3
Rab7b	Rab7b
Cdh9	Cdh9
Enpp6	Enpp6
Camk2a	Camk2a
Frmd4b	Frmd4b
Oxr1	Oxr1
Nkain4	Nkain4
Shtn1	Shtn1
Grn	Grn
Atp5h	Atp5h
Cyba	Cyba
Pdgfb	Pdgfb
Grik1	Grik1
Nfkbid	Nfkbid
Crim1	Crim1
St6galnac5	St6galnac5
Cdh20	Cdh20
Tagln2	Tagln2
Rin2	Rin2
Abhd12	Abhd12
Cacna2d1	Cacna2d1
Adamtsl3	Adamtsl3
Smyd3	Smyd3
Bach2	Bach2
Adipor2	Adipor2
Sorcs3	Sorcs3
Jak1	Jak1
Cd226	Cd226
Tspan7	Tspan7
Bcl2l1	Bcl2l1
Elob	Elob
Ubb	Ubb
Gad1	Gad1
Birc3	Birc3
Rnf144b	Rnf144b
Sncg	Sncg
Zic1	Zic1
C130071C03Rik	C130071C03Rik
Rsrp1	Rsrp1
Tbx21	Tbx21
Atp5e	Atp5e
Chst11	Chst11
Hpgds	Hpgds
Krt18	Krt18
Sh3d19	Sh3d19
Cdh23	Cdh23
Nrip1	Nrip1
Pdlim5	Pdlim5
Sept11	Sept11
Tbxas1	Tbxas1
Plp1	Plp1
Nr3c2	Nr3c2
Serpini1	Serpini1
Cd209g	Cd209g
Slc30a10	Slc30a10
Bgn	Bgn
Luzp1	Luzp1
Atxn1	Atxn1
Col9a3	Col9a3
Fut8	Fut8
Tmem47	Tmem47
Mpeg1	Mpeg1
Plekhg1	Plekhg1
Fbln5	Fbln5
Rapgef4	Rapgef4
Rgs7	Rgs7
Arl6ip1	Arl6ip1
Map4	Map4
Hcn1	Hcn1
Nckap5	Nckap5
Adam12	Adam12
Ednra	Ednra
St18	St18
Pip4k2a	Pip4k2a
St8sia4	St8sia4
Cytip	Cytip
Atp5md	Atp5md
Abca1	Abca1
Mif	Mif
Aldh1a2	Aldh1a2
Anxa1	Anxa1
Gm11209	Gm11209
Slc16a12	Slc16a12
Slc16a10	Slc16a10
Tbc1d9	Tbc1d9
Plxna2	Plxna2
Pmaip1	Pmaip1
Fasl	Fasl
Kdm6b	Kdm6b
Ddhd1	Ddhd1
Hopx	Hopx
Gm19935	Gm19935
Mprip	Mprip
Gm42743	Gm42743
Kcnq3	Kcnq3
Chd4	Chd4
Gm36823	Gm36823
Il1r1	Il1r1
Gm20754	Gm20754
Hsp90ab1	Hsp90ab1
Cd248	Cd248
Atp5j	Atp5j
9630002D21Rik	9630002D21Rik
Slit3	Slit3
Fbxl17	Fbxl17
Peli2	Peli2
Col3a1	Col3a1
Arid5b	Arid5b
Rnase4	Rnase4
Prkca	Prkca
Ppm1h	Ppm1h
Spint2	Spint2
